gebiedcode15;gebiednaam;jaar;Bevtotaal;Bev_prog2015;BevMan;BevVrouw;BevMan_p;BevVrouw_p;Bevdicht;Bevbrief;Bevinst;Bevinst_p;Bevstud;Bevpotbbv15_64;Bevpotbbv15_64_p;Bevpotbbv15_74;Bevpotbbv15_74_p;BevSur;BevAntil;BevTurk;BevMarok;BevovNW;BevWest;BevAutoch;BevSur_p;BevAntil_p;BevTurk_p;BevMarok_p;BevovNW_p;BevWest_p;BevAutoch_p;BevNW_p;BevegNW;BevegWest;BevNstedeling;BevNstedeling_p;Bev65auto;Bev65W;Bev65NW;Bev65auto_p;Bev65W_p;Bev65NW_p;Bev17auto;Bev17W;Bev17NW;Bev17auto_p;Bev17W_p;Bev17NW_p;Bevopllaag_p;Bevoplmid_p;Bevoplhoog_p;BevhuishoudenHH;BevgehzkindHH;BevgehmkindHH;BevongehzkindHH;BevongehmkindHH;BeveenouderHH;BevalleenHH;BevoverigHH;BeveenouderHH_p;BevalleenHH_p;BevpaarzkindHH_p;BevpaarmkindHH_p;BevHHmkind;BevHHmkind_p;Bevalleen0_17;Bevalleen18_29;Bevalleen30_49;Bevalleen50_79;Bevalleen80plus;Bevgeb;Bevsterf;Bevvest;Bevvert;Bevvestint;Bevvertint;Bevgelijkint;Bevmutnl_p;Bevmuttot_p;Bevwoonduur;Bev0_4;Bev5_9;Bev10_14;Bev15_19;Bev20_24;Bev25_29;Bev30_34;Bev35_39;Bev40_44;Bev45_49;Bev50_54;Bev55_59;Bev60_64;Bev65_69;Bev70_74;Bev75_79;Bev80_84;Bev85_89;Bev90_94;Bev95_99;Bev100plus;Bev0_3_p;Bev0_3;Bev4_11;Bev12_17;Bev18_22;Bev23_39;Bev40_64;Bev65plus;Bev65plus_p;Bevpeuter;Bev4_12;Bev4_12_p;Bev13_17;Bev0_17;Bev0_17_p;Bev0_18;Bev0_18_p;Bev18plus;Bev5_11;Bev15_26;Bev65_74;Bev75plus;Bev75plus_p;Bev80plus;Bev80plus_p;WvoorrBAG;W_prog2015;Wdicht;Wstandplaats;Wligplaats;Winstituut;Wwibo;Wgeschiktoud_p;Wgeschiktoud65_p;Wnultrede_p;Wcorhuur;Wkoop;Wparthuur;Wcorhuur_p;Wparthuur_p;Wkoop_p;Wopp0060;Wopp6080;Wopp80plus;Wopponb;Wopp0060_p;Wopp6080_p;Wopp80plus_p;Wopponb_p;Wbezet;Wwoz_gem;Wwoz_m2;Whuur_gem;Whuurlaag_p;whuurkwal_p;Whuurtslg_p;Whuurmidden_p;Whuurhoog_p;Whuurquote;Wwoning_r;Wwoningcorp_r;Wwoning65_r;Wonderhoudwoning_r;ORonderhoudwoningen_r;Wverhuis_p;Wverhuis65_p;ORomgevingmooi_r;ORwoningenmooi_r;ORgroenmooi_r;ORaanbodspelen_r;ORverloed_p;OR_verhard_5;OR_gras_5;OR_groen_5;ORschoonstraten_r;ORschoongroen_r;ORschoonspelen_r;ORonderhoudstraten_r;ORonderhoudgroen_r;ORonderhoudspelen_r;Mvervuiling_r;ORopp;ORwater;ORland;ORgroen;ORsport;ORwater_p;ORgroen_p;ORsport_p;ORverblijf_i;VKhard_p;VKagressief_p;Vptotaal;Vpfiscaal;Vpnietfisc;VKparkeren_r;VKfietsparkeren_r;VKparkeeroverlast_r;VKov_r;VKov65_r;VKoverlastverkeer_r;VKverkeerslawaai_r;Lbuurt_r;Lverwachtingbuurt_r;Lbuurtvoor_p;Lbuurtgelijk_p;Lbuurtacht_p;Lsoccoh_r;Lsockwal_p;Lthuisvoelen_r;Lomganggroepenb_r;Lbetrokken_r;Loverl_p;Loverltoe_p;Loverlgelijk_P;Loverlaf_p;Lburenoverlast_r;Loverlastanderegroepen_r;Lhorecaoverlast_r;Lspan_i;Lnegaho_p;Vveiligh_i;Vcrimin_i;Vvolume_i;Vimpact_i;Voverlast_i;Vverloed_i;Vpersonovl_i;Vbeleving_i;Vinbraak_i;Vslacht_p;Vslachtjong_p;Vslachtverm_p;Vslachtgew_p;Vslachtvan_p;Vslachtfiets_p;Vveiligvoelen_p;Vveiligvoelen65_p;Vveiligdag_r;Vveiligavond_r;Vcriminaliteit_r;Vcrimitoe_p;Vcrimigelijk_p;Vcrimiaf_p;Ldrugsovl_p;Ljongerenovl_p;Vjeugdige_p;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N69;Buikslotermeer;2008;10480;;4903;5577;46;8;53;2;;15;239;2;3;412;6242;59;6;7348;70;1;967;232;657;767;1552;1083;5222;9;2;2;2;6;3;7;3;14;8;10;3;49;8;39;8;2392;561;1334;12;7;2158;273;140;83;9;10;6;5;4;420;140;1402;21;4;7;1;71;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;583;552;532;615;759;698;619;672;685;591;511;485;607;604;502;520;453;315;135;40;2;4;6;479;861;622;779;2289;2879;2571;24;5;206;966;9;2;517;1962;18;7;2122;20;2;8518;757;1667;1106;1465;14;945;9;;;;0;0;6;254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N70;Banne Buiksloot;2008;13143;;6231;6912;47;4;52;6;;23;147;1;1;0;8405;64;9378;71;4;1421;177;1139;1567;1787;1168;5884;10;8;1;3;8;7;11;9;13;6;8;9;44;8;46;3;3310;592;1270;9;7;1608;183;166;82;2;9;4;8;5;861;220;2228;26;6;6;67;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;6;921;1010;850;850;757;798;832;967;1020;927;789;744;721;532;441;411;302;194;65;10;2;5;5;718;1546;1045;783;2893;4201;1957;14;9;273;1728;13;1;863;3309;25;2;3463;26;3;9834;1343;1929;973;984;7;5;573;4;4;;;;0;35;13;388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N71;Noordelijke IJ-oevers-West;2008;609;;292;317;47;9;52;1;;7;0;0;375;561;92;1;571;93;8;33;11;4;4;44;84;429;5;4;1;8;0;7;0;7;7;2;13;8;70;4;15;8;38;37;348;57;1;15;2;1;83;3;11;1;5;6;24;2;7;72;7;6;1;21;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;16;4;10;24;308;83;22;24;26;16;25;16;17;5;5;5;2;1;0;0;0;2;3;14;7;12;229;229;100;18;3;7;10;1;6;9;33;5;4;40;6;6;576;5;386;10;8;1;3;3;0;5;;;;0;90;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N72;Noordelijke IJ-oevers-Oost;2008;126;;69;57;54;8;45;2;;3;0;0;0;95;75;4;105;83;3;7;0;0;6;2;22;89;5;6;0;0;4;8;1;6;17;5;70;6;11;9;8;12;40;31;7;16;2;0;88;9;11;1;0;10;4;3;58;8;23;5;17;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;7;3;7;3;5;5;7;11;20;9;9;11;8;10;5;5;4;3;1;0;0;0;2;4;3;10;4;5;39;47;18;14;3;1;10;7;9;4;17;13;5;18;14;3;109;10;12;10;8;6;3;4;3;2;;;;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N73;Waterland;2008;2126;;1085;1041;51;49;;11;0;0;0;1424;67;1598;75;2;21;1;8;4;52;179;1861;1;0;0;4;0;2;2;4;8;4;87;5;4;38;49;547;25;7;297;13;4;94;6;4;1;1;3;399;36;30;85;8;7;7;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;7;128;126;134;123;70;44;75;177;209;193;182;169;182;96;78;73;37;26;1;3;0;4;8;102;211;152;88;324;935;314;14;8;39;229;10;8;134;465;21;9;487;22;9;1661;185;212;174;140;6;6;67;3;2;;;;4;83;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N74;Elzenhagen;2008;1093;;539;554;49;3;50;7;;2;0;0;0;720;65;9;799;73;1;115;8;57;53;88;128;644;10;5;0;7;5;2;4;8;8;1;11;7;58;9;29;4;158;53;176;16;1;105;24;13;73;9;16;9;9;2;152;24;108;53;5;8;5;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;50;91;90;69;69;32;37;75;117;123;82;55;61;37;42;35;20;8;0;0;0;3;2;35;146;103;65;164;438;142;13;16;155;14;2;94;284;26;292;26;7;809;131;152;79;63;5;8;28;2;6;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T92;Amstel III/Bullewijk;2008;97;;66;31;68;32;;0;6;6;2;0;81;83;5;86;88;7;4;0;0;1;2;21;69;4;1;0;0;1;2;1;21;6;71;1;7;2;3;13;53;54;6;6;0;0;100;0;0;9;3;1;69;2;23;1;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;8;3;5;2;4;8;22;11;11;8;4;5;5;3;3;2;1;0;0;0;0;0;3;1;3;6;4;5;48;25;6;6;2;1;6;6;2;4;13;13;4;14;14;4;84;6;18;5;1;1;0;0;;;;0;11;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T93;Bijlmer-Centrum (D,F,H);2008;20440;;10261;10179;50;2;49;8;;207;191;0;9;122;15096;73;9;15678;76;7;8159;1365;384;556;5694;1382;2900;39;9;6;7;1;9;2;7;27;9;6;8;14;2;79;1;10613;821;1685;8;2;450;97;560;40;7;8;8;50;6;457;231;4337;9;1;4;6;86;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;9;1559;1431;1247;1433;1779;1782;1684;1822;1826;1841;1439;882;608;332;250;210;155;91;57;12;0;6;2;1267;2234;1524;1706;6006;6596;1107;5;4;439;2468;12;1;1290;5025;24;6;5330;26;1;15415;1942;3929;582;525;2;6;315;1;5;;;;6;0;26;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T94;Bijlmer-Oost (E,G,K);2008;23912;;11792;12120;49;3;50;7;;347;160;0;7;0;16785;70;2;17939;75;8351;1781;172;487;6036;1794;5291;34;9;7;4;0;7;2;25;2;7;5;22;1;70;4;11010;1030;2063;8;6;1331;246;571;62;11;5;26;6;680;311;4933;11;5;5;2;83;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1724;1713;1542;1658;1838;1688;1598;1844;1953;2067;1684;1354;1101;655;499;394;285;198;93;22;2;5;8;1388;2669;1867;1798;5883;8159;2148;9;500;2975;12;4;1561;5924;24;8;6282;26;3;17988;2333;4207;1154;994;4;2;600;2;5;;;;0;0;9;939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T95;Nellestein;2008;2765;;1394;1371;50;4;49;6;;2;111;4;0;1968;71;2;2180;78;8;315;58;11;21;286;449;1625;11;4;2;1;0;4;0;8;10;3;16;2;58;8;25;437;254;771;27;9;433;65;24;83;12;5;4;6;120;34;161;38;1;10;8;51;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;118;83;74;76;154;225;223;208;219;218;203;241;201;108;104;81;106;71;42;7;3;3;7;101;129;85;122;724;1082;522;18;9;31;145;5;2;69;315;11;4;329;11;9;2450;112;301;212;310;11;2;229;8;3;;;;14;1;4;113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T96;Holendrecht/Reigersbos;2008;18396;;8553;9843;46;5;53;5;;19;145;0;8;0;12865;69;9;13951;75;8;6178;921;150;302;2913;1552;6380;33;6;5;0;8;1;6;15;8;8;4;34;7;56;9;6200;794;1727;9;4;1303;228;515;63;7;11;1;25;2;972;240;3083;22;6;5;6;71;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;5;1154;1162;1169;1374;1406;1189;1147;1279;1252;1427;1409;1320;1062;617;469;393;306;179;70;10;2;5;923;1833;1539;1424;4161;6470;2046;11;1;343;2050;11;1;1322;4295;23;3;4583;24;9;14101;1602;3295;1086;960;5;2;567;3;1;;;;1;0;15;513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T97;Gein;2008;11825;;5712;6113;48;3;51;7;;8;136;1;2;0;8839;74;7;9284;78;5;3258;463;49;164;1903;1119;4869;27;6;3;9;0;4;1;4;16;1;9;5;41;2;49;4;3409;514;1449;12;3;573;104;159;68;5;12;4;19;847;207;1665;31;2;7;6;61;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;5;682;703;765;977;985;722;712;782;912;1172;1232;838;507;271;174;132;108;100;38;11;2;4;5;530;1157;1032;1008;2601;4661;836;7;1;195;1304;11;885;2719;23;2917;24;7;9106;1005;2260;445;391;3;3;259;2;2;;;;0;0;113;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T98;Driemond;2008;1487;;732;755;49;2;50;8;;0;0;0;0;990;66;6;1137;76;5;43;9;6;4;18;124;1283;2;9;0;6;0;4;0;3;1;2;8;3;86;3;5;4;40;38;345;23;2;202;24;1;89;10;6;0;4;281;14;32;85;9;4;3;9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;88;84;98;97;62;51;72;100;127;143;137;101;100;87;60;47;22;6;4;1;0;4;2;62;149;116;84;241;608;227;15;3;29;166;11;2;99;327;22;344;23;1;1160;123;175;147;80;5;4;33;2;2;;;;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Z99;buiten beschouwing;2008;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A00;Burgwallen-Oude Zijde;2007;3733;;2163;1570;57;9;42;1;;31;173;4;6;32;3287;88;1;3441;92;2;82;25;31;50;300;982;2263;2;2;0;7;0;8;1;3;8;26;3;60;6;13;1;357;633;2081;55;7;164;43;14;74;2;19;5;6;3;161;64;54;57;7;22;9;19;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;102;57;66;120;387;610;472;392;346;288;258;243;171;99;55;38;16;8;4;1;0;2;3;87;101;91;280;1647;1306;221;5;9;27;115;3;1;77;279;7;5;302;8;1;3454;86;749;154;67;1;8;29;0;8;;;;0;2;18;0;30;;2;;;;;;;;;;;;;;;;;;467;42;;62;8;9;21;7;4;7;3;;7;1;6;7;35;;6;6;7;7;4;5;4;2;;;;;6;4;5;3;5;6;3;5;3;5;1;5;2;;;;;;;;;;;;;;;3;3;;6;4;8;5;;;;6;8;6;7;;;;;;7;8;6;7;5;9;;;;;7;6;4;1;5;4;;;;;;;;;;;;;;;;;;;;8;2;6;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A01;Burgwallen-Nieuwe Zijde;2007;3505;;1959;1546;55;9;44;1;;31;2;0;1;6;3163;90;2;3265;93;2;52;37;32;47;334;972;2031;1;5;1;1;0;9;1;3;9;5;27;7;57;9;14;3;357;692;2082;59;4;127;26;8;78;9;16;1;5;113;50;44;54;6;24;2;21;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;6;112;42;27;101;468;590;544;403;319;224;204;182;128;69;33;23;18;11;3;4;0;2;8;99;70;38;356;1724;1057;161;4;6;21;74;2;1;34;207;5;9;229;6;5;3298;57;817;102;59;1;7;36;1;;;;0;12;3;0;27;;15;;;;;;;;;;;;;;;;;;404;46;;62;11;1;24;7;6;;;7;1;7;1;34;;7;7;9;5;4;1;;;;;6;9;5;8;5;2;6;8;5;9;5;3;5;5;;;;;;;;;;;;;;;4;2;;6;8;8;;;;7;5;6;5;;;;;;8;2;6;8;5;4;;;;;7;3;5;6;1;;;;;;;;;;;;;;;;;;;;8;3;7;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A02;Grachtengordel-West;2007;7641;;4432;3209;58;42;;1192;894;11;7;132;6485;84;9;6876;90;300;89;92;167;557;2046;4390;3;9;1;2;1;2;2;2;7;3;26;8;57;5;15;8;948;1347;3618;47;3;396;122;17;74;22;8;3;2;440;173;82;63;3;24;9;11;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;309;197;115;167;539;772;887;887;820;670;587;656;500;262;129;70;36;29;9;0;0;3;4;263;294;138;396;2782;3233;535;7;86;307;4;125;695;9;1;738;9;7;6946;248;1008;391;144;1;9;74;1;;;;0;74;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;8;3;7;7;7;7;;;7;8;8;6;6;5;5;4;;;;;7;6;5;6;3;6;6;6;5;6;3;6;2;;;;;;;;;;;;;;;5;1;;6;1;7;8;7;8;;;8;6;7;8;;;;;;8;9;7;5;6;3;;;;;7;6;6;7;7;4;;;;;;;;;;;;;;;;;;;;8;8;7;7;6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A03;Grachtengordel-Zuid;2007;5075;;2758;2317;54;3;45;7;;6;57;1;1;34;4098;80;7;4438;87;4;47;24;53;15;341;1400;3195;0;9;0;5;1;0;3;6;7;27;6;63;9;5;350;865;2529;49;8;394;101;21;76;4;19;6;4;1;351;132;42;66;9;25;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;215;140;106;156;415;589;583;516;440;353;323;374;349;229;111;89;55;23;7;2;0;3;4;174;229;122;332;1863;1839;516;10;2;61;241;4;7;110;525;10;3;556;11;4550;188;807;340;176;3;5;87;1;7;;;;0;67;22;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;8;3;7;4;7;6;;;7;5;8;3;6;3;5;4;;;;;6;9;6;3;6;6;4;6;3;6;6;;;;;;;;;;;;;;;4;5;;5;8;8;4;8;4;;;8;3;7;5;;;;;;8;7;7;5;6;3;;;;;7;3;6;3;6;6;;;;;;;;;;;;;;;;;;;;8;7;7;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A04;Nieuwmarkt/Lastage;2007;8547;;4481;4066;52;4;47;6;;13;47;0;5;123;6927;81;7383;86;4;228;67;67;56;607;2020;5502;2;7;0;8;0;8;0;7;7;1;23;6;64;4;12;668;1160;3875;45;3;608;124;80;74;9;15;3;9;9;602;192;159;63;2;20;1;16;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;315;264;229;268;606;839;806;838;780;754;769;778;489;273;183;133;110;73;35;5;0;3;1;262;408;283;452;2760;3570;812;9;5;84;456;5;3;235;953;11;2;998;11;7;7594;355;1214;456;356;4;2;223;2;6;;;;0;197;23;102;46;;22;;;;;;;;;;;;;;;;;;440;41;;62;3;6;22;8;7;7;7;9;7;4;7;2;14;;7;7;4;5;7;5;6;;;;;6;8;6;2;6;2;6;6;6;2;6;3;6;2;;;;;;;;;;;;;;;4;8;;6;3;7;9;7;1;;;8;7;3;;;;;;8;4;7;2;6;5;;;;;7;5;6;4;7;4;;;;;;;;;;;;;;;;;;;;8;4;7;4;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A05;Haarlemmerbuurt;2007;6985;;3568;3417;51;1;48;9;;9;146;2;1;36;5648;80;9;6012;86;1;214;75;37;136;415;1498;4610;3;1;1;1;0;5;1;9;5;9;21;4;66;12;6;550;835;3056;43;8;462;75;46;79;2;12;9;7;9;572;160;153;64;6;18;1;17;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;315;247;192;246;398;667;703;713;744;660;586;533;398;226;138;92;66;38;19;4;0;3;7;258;370;257;335;2261;2921;583;8;3;85;409;5;9;218;885;12;7;943;13;5;6100;313;888;364;219;3;1;127;1;8;;;;1;212;97;3;37;;11;;;;;;;;;;;;;;;;;;379;49;;69;2;4;23;8;7;6;8;3;7;2;7;2;17;;7;1;7;5;6;2;6;5;;;;;7;2;6;5;6;6;6;8;6;5;6;7;6;5;;;;;;;;;;;;;;;5;;6;5;7;3;7;2;;;8;3;7;5;;;;;;8;7;7;3;6;6;;;;;7;6;7;2;7;8;;;;;;;;;;;;;;;;;;;;8;7;7;8;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A06;Jordaan;2007;18847;;9597;9250;50;9;49;1;;16;277;1;5;41;15251;80;9;16339;86;7;445;154;130;225;1059;4159;12675;2;4;0;8;0;7;1;2;5;6;22;1;67;3;10;7;1302;2397;8408;44;6;1499;257;91;81;2;13;9;4;9;1346;371;312;66;3;18;3;15;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;5;813;522;414;540;1248;1928;2125;2058;1849;1559;1442;1486;1016;678;410;296;254;144;55;10;0;3;6;670;842;517;928;6691;7352;1847;9;8;232;926;4;9;433;2029;10;8;2140;11;4;16818;699;2497;1088;759;4;463;2;5;;;;0;124;17;8;36;;14;;;;;;;;;;;;;;;;;;331;51;;65;1;1;21;7;6;7;7;6;7;7;1;19;;6;8;7;3;5;7;6;1;;;;;6;9;6;2;6;3;6;6;6;1;6;4;6;3;;;;;;;;;;;;;;;5;1;;6;2;7;3;7;2;;;8;1;7;2;;;;;;8;4;7;3;6;5;;;;;7;2;7;7;3;;;;;;;;;;;;;;;;;;;;8;6;8;7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A07;De Weteringschans;2007;6916;;3607;3309;52;2;47;8;;2;102;1;5;26;5759;83;3;6088;88;133;69;57;28;452;1696;4481;1;9;1;0;8;0;4;6;5;24;5;64;8;10;7;493;1004;3457;50;389;98;20;76;7;19;3;3;9;480;169;96;64;4;22;7;12;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;319;184;147;202;601;851;881;737;593;523;458;507;406;218;111;84;55;29;9;1;0;3;9;270;292;183;425;2752;2487;507;7;3;90;324;4;7;151;745;10;8;785;11;4;6171;243;1127;329;178;2;6;94;1;4;;;;0;80;8;0;33;;11;;;;;;;;;;;;;;;;;;456;33;;51;6;7;23;7;9;7;7;7;6;7;3;7;1;20;;6;9;7;5;6;1;6;;;;;6;7;6;2;6;1;6;5;6;3;6;3;6;1;;;;;;;;;;;;;;;5;3;;6;5;8;2;7;6;;;7;9;7;4;;;;;;8;6;7;3;6;4;;;;;7;4;6;5;7;1;;;;;;;;;;;;;;;;;;;;8;6;7;6;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A08;Weesperbuurt/Plantage;2007;7456;;3713;3743;49;8;50;2;;4;744;10;271;5643;75;7;6068;81;4;252;57;54;65;486;1577;4965;3;4;0;8;0;7;0;9;6;5;21;2;66;6;12;3;601;884;3267;43;8;934;155;71;80;5;13;4;6;1;473;128;149;63;1;17;1;19;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;280;196;177;229;702;786;735;616;642;546;498;552;337;234;191;184;219;203;101;23;5;3;1;229;320;201;533;2438;2575;1160;15;6;56;350;4;7;171;750;10;1;805;10;8;6706;269;1277;425;735;9;9;551;7;4;;;;0;116;21;36;37;;16;;;;;;;;;;;;;;;;;;438;40;;52;3;7;24;7;9;7;4;8;2;7;3;7;2;23;;7;7;5;6;6;5;5;;;;;7;6;6;6;2;6;6;6;5;6;1;6;5;;;;;;;;;;;;;;;6;5;;7;1;8;2;7;4;;;8;1;7;3;;;;;;8;4;7;2;6;4;;;;;7;6;6;8;8;1;;;;;;;;;;;;;;;;;;;;8;4;7;3;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
